レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,2,原田岳美,セ・藤沢,20/53,8.35,,0.74,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,3,後藤明美,セ・天王洲,9/34,0.14,,1.01,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,4,舛尾妃呂子,セ・稲毛海岸,17/54,2.08,,0.90,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,5,松村恵子,セ・葛西,18/84,2.73,,0.84,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,6,村上美晴,セ・東十条,12/64,3.10,,0.98,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,7,大久保祐美子,セ・おおたか,14/64,3.25,,1.09,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,8,齊藤たか子,ザノス川崎,9/74,3.67,,0.89,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,9,清水裕子,セ・二俣川,14/54,3.72,,0.97,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,10,石塚孝子,セ・志木,18/34,4.10,,0.99,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,11,水谷裕子,セ・西新井,16/64,4.46,,0.85,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,12,梅田栄己子,セ・天王洲,11/74,4.66,,,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,13,見崎幸子,墨田区体育館,12/54,4.71,,0.84,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,14,市野克子,セ・大森,17/94,5.54,,0.89,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,15,崎山治子,セ・用賀,11/34,7.09,,0.96,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,16,樋口孝子,セ・阿佐谷,6/74,7.31,,1.01,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,17,若林多恵子,セ・谷津,11/84,7.88,,0.99,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,18,戸倉陽子,セ・慶應日吉,9/44,9.15,,1.22,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,19,若松はる子,セ・松戸,9/24,9.33,,0.87,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,20,吉田あけみ,セ・館山,8/54,9.47,,0.89,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,21,藤田悦子,セ・二俣川,6/34,9.83,,1.09,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,22,青木洋子,墨田区体育館,9/65,0.11,,1.01,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,23,宮内佳代子,セ・トレッサ,8/105,0.16,,0.96,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,24,大山伴恵,セ・トレッサ,7/35,0.33,,0.91,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,25,山崎美南子,セ・南青山,12/15,0.70,,0.93,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,26,上野俊子,セ・桶川北本,4/95,3.14,,0.95,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,27,橋本美千代,セ・志木,3/15,4.39,,0.96,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,28,富樫博子,セ・大森,4/15,5.46,,1.40,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,29,池淵玲子,セ・慶應日吉,4/65,5.99,,0.79,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,30,石村眞理子,セ・新川崎,6/105,6.63,,0.92,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,1,石田良子,セ・越谷,18/53,7.48,,0.74,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,2,野島正代,セ・阿佐谷,22/53,8.88,,0.84,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,3,ダ典子,セ・自由が丘,21/13,9.10,,0.68,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,4,高梨美樹,セ・成城,22/63,9.22,,0.76,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,5,立石由美子,セ・大森,19/33,9.51,,0.77,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,6,宮清子,セ・自由が丘,21/93,9.90,,1.10,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,7,川久保ちづる,ザノス川崎,20/104,0.50,,1.05,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,8,井上美佐子,セ・大森,15/44,0.80,,0.73,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,9,浅田晴子,セ・八王子,14/44,1.16,,,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,10,米澤美智子,セ・成瀬,20/64,1.80,,0.81,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,11,瀧下節子,セ・志木,15/54,3.05,,0.74,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,12,石河久美子,セ・溝ノ口,14/84,3.23,,0.79,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,13,山梨静枝,セ・我孫子,11/54,4.11,,0.69,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,14,光畑千栄子,セ・成瀬,15/64,4.13,,0.95,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,15,坂口好美,セ・久喜,21/34,4.33,,1.13,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,16,渋谷照代,セ・我孫子,10/44,4.57,,0.98,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,17,三枚堂かよ子,セ・阿佐谷,12/34,4.94,,0.77,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,18,小笠原三春,セ・八王子,17/74,5.50,,0.93,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,19,小関富子,セ・新都心,6/84,6.10,,0.98,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,20,伊藤春美,ザノス川崎,10/64,6.35,,0.85,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,21,松浦敏子,セ・我孫子,4/74,6.67,,1.02,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,22,三嶋祐子,セ・阿佐谷,12/44,7.23,,0.85,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,23,原昌代,セ・市ヶ尾,13/54,7.59,,0.87,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,24,池田則子,セ・松戸,2/64,7.61,,1.33,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,25,小笠原京子,セ・流山,5/64,7.65,,0.94,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,26,須田菜奈子,セ・桶川北本,12/94,7.97,,1.05,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,27,益田加津子,セ・自由が丘,12/84,9.13,,0.94,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,28,渡辺米子,クリースパ,11/25,1.15,,0.94,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,29,池長幸子,セ・桶川北本,7/65,1.38,,1.15,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,30,中島初美,セ・大森,6/25,1.69,,1.22,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,31,池田真理子,セ・大森,13/65,2.32,,1.16,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,32,齋藤準子,セ・茂原,10/55,2.51,,1.05,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,33,藤井道子,セ・我孫子,4/35,2.92,,0.78,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,34,田村加代子,セ・おおたか,5/55,4.11,,0.95,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,35,橋本真紀,セ・慶應日吉,5/45,4.54,,1.02,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,36,加藤かずみ,セ・八王子,2/7,1:00.55,,,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,37,木村恵,セ・我孫子,2/3,1:01.26,,1.06,
No.15,女子,50m自由形,29.1,32.46,65~69歳,35.41,38,小高和子,セ・桶川北本,3/3,1:09.75,,,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,1,永瀬秀子,セ・二俣川,26/73,2.40,,0.79,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,2,石原なおみ,セ・阿佐谷,25/33,5.17,,0.77,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,3,高柳祐子,セ・成城,24/13,6.34,,0.65,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,4,伊藤みどり,セ・育見台,21/43,6.73,,0.91,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,5,佐藤明美,セ・館山,22/33,6.97,,0.77,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,6,大槻真由美,セ・清瀬,23/83,7.49,,0.91,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,7,山本庸子,セ・八王子,22/73,7.92,,1.10,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,8,吉川千晶,G-SPA,22/43,8.28,,0.89,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,9,福原美奈,セ・稲毛海岸,20/43,8.39,,0.76,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,10,伊藤ゆかり,セ・成城,21/63,8.96,,0.81,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,11,窪田久恵,セ・上池袋,20/24,1.04,,1.07,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,12,神保清美,セ・自由が丘,19/64,1.55,,0.68,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,13,細見あけみ,セ・千葉みなと,18/14,1.65,,0.86,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,14,酒井寿美恵,クリースパ,19/24,2.41,,0.79,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,15,大原清美,セ・阿佐谷,17/44,2.67,,1.13,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,16,高見沢ゆみ子,セ・慶應日吉,19/14,2.71,,0.90,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,17,田村明美,セ・慶應日吉,15/14,2.73,,0.84,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,18,加藤雅弓,セ・新都心,15/84,2.86,,1.08,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,19,佐々木れい,セ・志木,9/84,4.15,,0.85,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,20,蛯名とも子,セ・志木,12/24,4.33,,1.05,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,21,長野佐稚子,セ・東十条,13/44,4.34,,0.97,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,22,米林清子,セ・越谷,15/34,4.75,,0.75,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,23,宮田ひとみ,セ・阿佐谷,17/104,4.86,,0.84,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,24,桐沢ひとみ,セ・大森,14/34,5.11,,0.92,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,25,田中香苗,セ・青砥,13/74,5.12,,0.98,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,26,柳沢智子,セ・成城,15/94,5.76,,0.99,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,27,原田由美子,セ・慶應日吉,10/74,6.73,,0.90,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,28,佐々木政子,セ・大森,7/94,8.92,,0.99,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,29,三木純子,セ・流山,7/24,9.12,,0.89,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,30,榮真須美,セ・慶應日吉,10/34,9.50,,0.91,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,31,黒川慶子,セ・上池袋,13/94,9.68,,0.83,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,32,菊池佐千代,セ・流山,4/105,4.02,,0.97,
No.15,女子,50m自由形,28.84,30.31,60~64歳,32.38,33,勝又聡子,セ・福生,5/85,6.79,,0.74,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,1,篠原理恵,セ・南宇都宮,26/43,3.31,,0.65,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,2,羽山恵津子,セ・葛西,25/73,4.86,,0.69,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,3,横尾しずか,セ・用賀,26/13,4.96,,0.77,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,4,鶴岡美佐,ザノス八景,24/93,6.55,,0.79,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,5,大野結実,セ・横浜,23/73,7.68,,0.94,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,6,小林弘子,ザノス鶴見,22/83,8.72,,1.08,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,7,西田三佐子,セ・大宮宮原,22/103,8.80,,0.71,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,8,西田真樹,セ・平塚,21/103,9.52,,0.96,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,9,佐藤美絵子,セ・清瀬,19/83,9.82,,0.73,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,10,棚橋悦子,セ・自由が丘,17/64,0.26,,0.70,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,11,山田智子,セ・慶應日吉,13/84,0.86,,0.81,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,12,佐藤直子,セ・我孫子,10/84,0.90,,0.71,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,13,小池淳子,セ・長津田,18/64,0.96,,0.86,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,14,澤野貴子,セ・葛西,10/24,3.06*手動,,0.69,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,15,三沢弘美,セ・長津田,18/74,3.19,,0.87,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,16,坂井慶子,セ・大宮宮原,16/84,3.59,,0.87,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,17,小林名緒子,セ・大森,16/24,3.68,,0.82,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,18,船津香,セ・自由が丘,17/84,3.79,,0.81,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,19,下段千寿子,セ・越谷,16/34,3.82,,0.84,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,20,鈴木夏実,セ・慶應日吉,13/104,4.35,,1.00,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,21,蔵屋由紀子,セ・新川崎,15/104,4.37,,0.98,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,22,中野朗子,セ・慶應日吉,16/74,4.62,,0.84,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,23,大芦薫,セ・清瀬,8/15,3.90,,1.11,
No.15,女子,50m自由形,27.94,29.09,55~59歳,31.18,24,平澤馨,セ・府中,5/15,4.63,,,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,1,舘野美香,セ・目黒,29/52,9.29,,0.72,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,2,池田百合子,セ・市ヶ尾,29/83,0.03,,0.68,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,3,杉本浩美,セ・南千住,28/33,1.77,,0.67,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,4,原田佳子,セ・葛西,27/73,2.17,,0.70,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,5,浅尾有香,セ・大森,25/83,3.54,,0.74,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,6,工藤遵江,セ・F宇都宮,27/103,3.62,,0.85,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,7,高橋圭,セ・松戸,24/73,3.67,,0.77,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,8,小泉未歌,セ・宇都宮,25/43,4.10,,0.70,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,9,池田智子,セ・目黒,24/63,4.23,,0.75,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,10,棚網恵理,セ・阿佐谷,24/83,5.76,,0.79,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,11,石井紀美子,セ・s湘南台,25/53,5.86,,0.75,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,12,五十嵐知佐,セ・おおたか,22/23,6.67,,0.81,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,13,大島江理子,セ・大森,22/13,6.69,,0.77,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,14,比留川美緒,セ・平塚,10/93,6.78,,0.71,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,15,成島志雅子,セ・F宇都宮,20/73,7.70,,0.96,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,16,酒井貴代,セ・大森,18/43,8.41,,0.79,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,17,田原文月,セ・南千住,21/53,9.55,,0.84,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,18,磯村麻衣子,セ・上池袋,13/33,9.66,,0.77,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,19,糸川永利子,セ・用賀,20/93,9.79,,0.77,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,20,加藤美保,セ・上池袋,19/54,1.87,,0.78,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,21,中村奈穂美,セ・越谷,16/94,2.44,,1.00,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,22,佐藤晶子,セ・おおたか,16/54,2.52,,0.69,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,23,小山香津子,セ・藤沢,17/14,3.67,,0.73,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,24,森信子,セ・大森,14/74,5.55,,1.20,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,25,片岡久美子,セ・茂原,2/84,6.16,,1.32,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,26,岩朋実,セ・川越,14/24,7.49,,0.85,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,27,佐藤淳子,セ・久喜,11/44,7.63,,1.25,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,28,田上麻紀,セ・久喜,7/14,9.57,,0.78,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,29,平野真紀,セ・福生,5/105,0.12,,0.73,
No.15,女子,50m自由形,27.09,28.82,50~54歳,29.26,30,久保洋子,セ・流山,3/75,9.99,,0.90,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,1,片岡祥子,セ・千葉みなと,29/43,0.44,,0.72,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,2,佐々木彩,セ・成城,27/53,1.53,,0.70,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,3,坂本桃枝,G-SPA,25/23,2.26,,0.78,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,4,日下幸子,ザノス川崎,27/93,2.43,,0.91,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,5,小室桃子,セ・八王子,26/83,3.17,,0.84,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,6,ノーズ智絵,セ・松戸,25/63,3.42,,0.73,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,7,高橋真美,セ・志木,25/93,5.04,,0.71,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,8,飯澤美香,セ・我孫子,22/93,5.07,,0.82,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,9,前田由希映,セ・二俣川,24/33,6.02,,0.85,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,10,福本麻美,セ・慶應日吉,24/23,6.33,,0.88,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,11,吉池奈々,セ・二俣川,23/53,6.39,,0.68,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,12,藤本淑恵,セ・平塚,21/73,6.85,,0.94,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,13,佐藤桂子,セ・横浜,23/43,6.97,,0.74,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,14,菅野ゆかり,セ・桶川北本,10/103,6.99,,0.72,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,15,清水佳苗,曽谷・セ,21/23,8.38,,0.83,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,16,髙島典子,セ・大森,20/13,8.55,,0.65,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,17,篠倉有美,セ・成瀬,23/93,8.56,,0.90,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,18,赤坂恵美子,セ・志木,17/24,3.15,,0.92,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,19,福田ュリャ,セ・南青山,17/34,3.27,,0.69,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,20,宮川ひとみ,セ・茂原,10/14,5.72,,1.32,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,21,斉藤靖子,セ・目黒,11/94,7.51,,0.99,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,22,成重夏紀,セ・藤沢,12/104,7.84,,0.95,
No.15,女子,50m自由形,26.59,27.78,45~49歳,29.51,23,小林恵理子,セ・蘇我,7/104,9.24,,1.06,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,1,宮本八重,セ・慶應日吉,27/63,0.95,,0.64,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,2,永田加那子,セ・葛西,27/43,1.85,,0.77,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,3,関川晶子,セ・下北沢,27/33,3.45,,0.78,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,4,中村可奈子,セ・おおたか,26/33,4.45,,0.85,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,5,溝井花代子,セ・葛西,23/63,6.51,,0.83,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,6,小高麻衣子,セ・市川,19/93,8.50,,1.01,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,7,町田麻里,セ・南千住,23/13,8.81,,0.79,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,8,井島孝子,セ・天王洲,13/14,2.90,,1.33,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,9,白花茉莉,セ・久喜,11/104,3.04,,1.05,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,10,谷美希子,セ・府中,16/14,3.77,,0.80,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,11,加藤涼子,セ・桶川北本,18/104,3.90,,0.78,
No.15,女子,50m自由形,26.44,26.95,40~44歳,29.16,12,小山内詔子,セ・下北沢,14/94,7.46,,0.80,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,1,川北恵,セ・長津田,29/62,9.60,,0.71,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,2,新井亜衣,セ・市川,28/52,9.84,,0.79,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,3,菊地美春,セ・目黒,28/83,0.88,,0.64,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,4,新妻梓,セ・西東京,28/43,1.68,,0.67,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,5,中畑眸,セ・成城,28/23,2.16,,0.68,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,6,岩田愛恵,セ・成城,20/33,4.68,,0.77,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,7,李鎬善,セ・目黒,23/23,7.30,,0.70,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,8,中辷澄美,セ・天王洲,21/83,7.97,,0.80,
No.15,女子,50m自由形,25.98,27.37,35~39歳,28.87,9,國政玲,セ・南青山,19/44,1.61,,0.94,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,1,早川舞,セ・蒲田,28/62,9.86,,0.70,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,2,大椛詩織,セ・葛西,28/93,1.16,,0.74,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,3,吉田のばら,セ・南千住,25/13,1.97,,0.95,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,4,深堀陽子,セ・二俣川,26/53,2.99,,0.72,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,5,岡澤美咲,セ・茂原,20/83,6.99,,1.00,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,6,髙橋未沙,セ・おおたか,16/103,9.98,,0.90,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,7,杉田望美,セ・久喜,7/54,0.78,,1.21,
No.15,女子,50m自由形,25.74,26.42,30~34歳,26.42,8,熊谷紗友梨,セ・s湘南台,14/14,5.12,,1.01,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,1,松浦沙弥,ミズノMT,29/23,1.12,,0.64,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,2,松澤春菜,セ・大宮宮原,27/83,1.95,,0.71,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,3,木田景子,セ・平塚,27/23,2.02,,0.72,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,4,宮田さくら,セ・成城,27/13,2.47,,0.77,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,5,岡本詩絵理,セ・藤沢,26/23,3.27,,0.79,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,6,二宮若葉,セ・南青山,24/43,3.83,,0.76,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,7,足立知実,セ・平塚,26/103,5.10,,0.71,
No.15,女子,50m自由形,25.42,26.53,25~29歳,27.43,8,柏木涼,セ・越谷LT,19/103,6.40,,0.82,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,1,高橋紗良,セ・長津田,29/32,9.54,,0.68,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,2,深谷美緒,セ・東十条,26/63,1.02,,0.70,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,3,岡田星理,セ・谷津,28/103,1.26,,0.67,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,4,栃元春乃,セ・西東京,29/103,1.29,,0.69,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,5,櫻井春佳,セ・大宮宮原,29/13,1.87,,0.67,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,6,正垣木梨,セ・下北沢,28/73,2.47,,0.74,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,7,今井恵子,セ・阿佐谷,29/93,2.59,,0.68,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,8,松本彩花,セ・二俣川,26/93,4.57,,0.78,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,9,寺本茉冬,セ・八王子,23/103,4.71,,0.71,
No.15,女子,50m自由形,25.42,26.65,18~24歳,28.03,9,森山稜子,セ・新都心,25/103,4.71,,0.68,
No.16,男子,50m自由形,38.64,40.89,90~94歳,52.43,1,椎野正敏,セ・越谷,2/15,5.87,,1.05,
No.16,男子,50m自由形,33.74,33.74,85~89歳,43.66,1,大堀兵衛,セ・下北沢,1/85,7.11,,1.60,
