種別,No,種目,年齢区分,順位,氏名_チーム名,所属_合計年齢,水路,時間,備考,メンバー1,メンバー2,メンバー3,メンバー4
個人,No.20,女子50m平泳ぎ,65~69歳,3,三堂かよ子,セ・阿佐谷,9/8,52.88,,,,,
個人,No.20,女子50m平泳ぎ,65~69歳,5,育村博子,セ・おおたか,6/8,56.っ1,,,,,
個人,No.20,女子50m平泳ぎ,65~69歳,7,太田初美,セ・越谷,7/6,56.60,,,,,
個人,No.20,女子50m平泳ぎ,65~69歳,8,浅野みどり,セ・天王洲,6/1,57.08,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,1,野島久枝,セ・二俣川,11/7,46.21,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,2,羽山恵津子,セ・葛西,11/4,46.96,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,3,石井菜穂美,セ・市川,12/4,47.07,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,5,小池理恵子,セ・阿佐谷,11/1,48.88,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,7,山本庸子,セ・八王子,10/2,50.41,,,,,
個人,No.20,女子50m平泳ぎ,60~64歳,8,酒井寿美恵クリ,ーンスパ,10/9,51.54,,,,,
個人,No.20,女子50m平泳ぎ,55~59歳,1,鈴木和佳奈,セ・桶川北本,12/7,4っ.15,,,,,
個人,No.20,女子50m平泳ぎ,55~59歳,2,前畑章子,セ・慶應日吉,11/5,46.47,,,,,
個人,No.20,女子50m平泳ぎ,55~59歳,5,坂井慶子セ・大,宮宮原,8/4,50.51,,,,,
個人,No.20,女子50m平泳ぎ,55~59歳,7,角南美貴,セ・我孫子,9/9,52.72,,,,,
個人,No.20,女子50m平泳ぎ,55~59歳,8,池田直子,セ・大森,8/3,5っ.29,,,,,
個人,No.20,女子50m平泳ぎ,50~54歳,1,梅澤売子,セ・桶川北本,13/1,42.1っ,,,,,
個人,No.20,女子50m平泳ぎ,50~54歳,3,五十嵐知佐,セ・おおたか,11/2,46.09,,,,,
個人,No.20,女子50m平泳ぎ,50~54歳,5,大橋ほづ美,セ・清瀬,9/5,48.10,,,,,
個人,No.20,女子50m平泳ぎ,50~54歳,7,田原文月,セ・南千住,11/9,48.74,,,,,
個人,No.20,女子50m平泳ぎ,50~54歳,8,引本亜紀子,セ・用賀,7/1,49.22,,,,,
個人,No.20,女子50m平泳ぎ,45~49歳,1,櫻井理恵子,セ・袖ヶ浦,12/6,44.っ7,,,,,
個人,No.20,女子50m平泳ぎ,45~49歳,2,高橋真美,セ・志木,12/8,45.22,,,,,
個人,No.20,女子50m平泳ぎ,45~49歳,3,溝井花代子,セ・葛西,11/3,47.84,,,,,
個人,No.20,女子50m平泳ぎ,45~49歳,5,髙島典子,セ・大森,6/3,5っ.20,,,,,
個人,No.20,女子50m平泳ぎ,40~44歳,1,中村可奈子,セ・おおたか,13/9,42.71,,,,,
個人,No.20,女子50m平泳ぎ,40~44歳,2,岩田愛恵,セ・成城,10/3,46.っ0,,,,,
個人,No.20,女子50m平泳ぎ,40~44歳,3,久保かおり,セ・長津田,6/5,51.50,,,,,
個人,No.20,女子50m平泳ぎ,40~44歳,5,石川彩,セ・成瀬,10/8,54.04,,,,,
個人,No.20,女子50m平泳ぎ,っ5~っ9歳,1,宮下子,セ・市ケ尾,13/4,42.86,,,,,
個人,No.20,女子50m平泳ぎ,っ5~っ9歳,2,RacaruGabriela,セ・慶應日吉,9/1,51.04,,,,,
個人,No.20,女子50m平泳ぎ,っ5~っ9歳,3,久保美由紀,セ・長津田,8/6,5っ.4っ,,,,,
個人,No.20,女子50m平泳ぎ,っ0~っ4歳,1,遠藤桃,セ・越谷,13/7,っ8.84,,,,,
個人,No.20,女子50m平泳ぎ,っ0~っ4歳,2,宍戸萌,セ・長津田,12/5,40.08,,,,,
個人,No.20,女子50m平泳ぎ,25~29歳,1,小林志穂,セ・葛西,13/5,っ5.52,,,,,
個人,No.20,女子50m平泳ぎ,25~29歳,2,丸玖瑠都,セ・成城,13/3,っ9.11,,,,,
個人,No.20,女子50m平泳ぎ,25~29歳,3,松澤春菜,セ・大宮宮原,13/8,42.78,,,,,
個人,No.20,女子50m平泳ぎ,25~29歳,5,柏木涼,セ・越谷LT,12/9,45.76,,,,,
個人,No.20,女子50m平泳ぎ,18~24歳,1,竹山月,セ・南青山,13/6,っ7.70,,,,,
個人,No.20,女子50m平泳ぎ,18~24歳,2,皆川すみれ,セ・南青山,12/3,46.50,,,,,
個人,No.21,男子50m平泳ぎ,85~89歳,1,池田道彦,セ・南千住,2/7,1:07.24,,,,,
個人,No.21,男子50m平泳ぎ,85~89歳,2,浅田眞守,セ・二俣川,1/3,1:09.72,,,,,
個人,No.21,男子50m平泳ぎ,80~84歳,1,今修二,セ・越谷,5/7,49.85,,,,,
個人,No.21,男子50m平泳ぎ,80~84歳,2,池端孝一,セ・成瀬,3/8,55.06,,,,,
個人,No.21,男子50m平泳ぎ,80~84歳,3,小田稔,セ・慶應日吉,2/8,1:06.42,,,,,
個人,No.21,男子50m平泳ぎ,80~84歳,4,内田幸稔,セ・松戸,2/4,1:06.51,,,,,
個人,No.21,男子50m平泳ぎ,80~84歳,5,服部宣孔,セ・ときわ台,1/5,1:07.26,,,,,
個人,No.21,男子50m平泳ぎ,75~79歳,1,高附直樹,セ・清瀬,6/1,48.82,,,,,
個人,No.21,男子50m平泳ぎ,75~79歳,2,服部陽一,セ・成瀬,4/2,49.57,,,,,
個人,No.21,男子50m平泳ぎ,75~79歳,3,手塚満,セ・おおたか,1/6,1:06.01,,,,,
個人,No.21,男子50m平泳ぎ,75~79歳,4,泉保央,セ・慶應日吉,3/1,1:06.42,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,1,吉村進,セ・阿佐谷,8/5,42.45,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,2,村田幸士郎,セ・阿佐谷,7/7,43.35,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,3,井岡卓也,セ・市川,6/3,47.10,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,4,前川正,セ・F東戸塚,6/5,47.25,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,6,古川賢一郎,ザノス川崎,5/8,48.14,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,7,若山聖亮,G-SPA,5/2,49.78,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,8,内藤謙一,セ・松戸,4/1,50.13,,,,,
個人,No.21,男子50m平泳ぎ,70~74歳,9,幡場達明,セ・大宮宮原,5/3,50.26,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,1,松田賢治,セ・大宮宮原,9/2,40.24,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,2,山英克,セ・我孫子,5/5,44.40,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,3,槙田誠,セ・南千住,6/6,45.26,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,4,竹内新セ・,中,5/6,48.84,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,5,大滝恭伸,セ・市ヶ尾,5/4,48.88,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,6,赤坂吉昭,セ・葛西,4/4,51.20,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,7,阿部宏之助,セ・上池袋,4/7,53.07,,,,,
個人,No.21,男子50m平泳ぎ,65~69歳,8,渡辺好造,セ・成瀬,4/3,54.30,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,1,小倉和彦,セ・清瀬,11/4,34.27,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,2,廣松伸一,セ・市ヶ尾,11/7,37.57,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,3,兼森伸兒,ザノス八景,9/5,38.83,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,4,廣本佳也,セ・上池袋,10/8,39.32,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,5,池谷千尋,セ・長津田,9/4,40.94,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,6,中村幸弘,セ・越谷,9/1,42.16,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,7,松下尚之,セ・流山,5/1,45.89,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,8,黒川一,セ・市ヶ尾,5/9,51.75,,,,,
個人,No.21,男子50m平泳ぎ,60~64歳,9,中村,セ・市川,2/6,1:15.83,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,1,宮木幸彦,セ・葛西,10/1,39.65,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,2,木村秀光,セ・上池袋,9/6,40.84,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,3,兵藤雄,セ・目黒,8/6,41.69,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,4,中津海士,セ・S湘南台,7/5,43.38,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,5,中島茂,セ・高崎,7/4,43.72,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,6,久保田信利,ザノス八景,3/7,44.50,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,7,齋藤和典,セ・新川崎,7/8,45.68,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,8,北村勇,セ・能見台,7/2,46.53,,,,,
個人,No.21,男子50m平泳ぎ,55~59歳,9,穴田啓樹,セ・慶應日吉,6/2,46.89,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,1,小森康弘,セ・葛西,11/3,31.79,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,2,関口義和,セ・二俣川,12/9,35.51,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,3,石井龍,セ・成城,12/8,36.53,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,5,原田真,セ・葛西,10/2,39.46,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,6,大橋克也,ザノス川崎,9/7,39.88,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,7,阿部賢裕,セ・能見台,9/9,40.80,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,8,大沢祐輔,セ・福生,8/8,41.91,,,,,
個人,No.21,男子50m平泳ぎ,50~54歳,9,千葉忠英,セ・天王洲,8/1,42.67,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,1,知見邦彦,セ・二俣川,12/3,33.72,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,2,大作善祥,セ・おおたか,11/9,34.57,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,3,駒形秀一,セ・我孫子,10/5,36.81,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,4,加地隆史,セ・葛西,10/6,37.25,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,5,吉岡範人,セ・市ヶ尾,11/2,37.85,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,6,花輪博之,セ・越谷,7/6,41.91,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,7,高瀬信雄,ザノス川崎,8/7,42.66,,,,,
個人,No.21,男子50m平泳ぎ,45~49歳,8,藤田一寿,セ・成城,8/4,43.26,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,1,西尾直人,セ・武蔵小杉,12/4,32.70,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,2,吉田拓磨,セ・上池袋,12/1,34.18,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,3,勝吉進一,セ・慶應日吉,12/7,34.41,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,4,村上守,セ・成城,10/3,37.42,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,5,浅岡遼,セ・用賀,11/1,37.45,,,,,
個人,No.21,男子50m平泳ぎ,40~44歳,6,宇佐美学,セ・大森,7/1,43.14,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,1,立石裕太郎,セ・二俣川,13/5,29.94,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,2,和田弘太郎,セ・阿佐谷,13/4,30.87,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,3,宮川,セ・南千住,13/7,30.95,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,4,増田究,セ・平塚,12/5,32.77,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,5,津守陽介,セ・阿佐谷,13/8,33.38,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,6,長田裕史,セ・柏,12/6,33.44,,,,,
個人,No.21,男子50m平泳ぎ,35~39歳,7,松本隆宏,セ・阿佐谷,4/6,46.78,,,,,
個人,No.21,男子50m平泳ぎ,30~34歳,1,前島悠也,セ・葛西,13/2,31.87,,,,,
個人,No.21,男子50m平泳ぎ,30~34歳,3,海老原健太,セ・大森,10/9,38.59,,,,,
個人,No.21,男子50m平泳ぎ,30~34歳,4,大野淳哉,セ・上池袋,8/2,42.11,,,,,
個人,No.21,男子50m平泳ぎ,25~29歳,1,石井了,セ・おおたか,13/6,29.74,,,,,
個人,No.21,男子50m平泳ぎ,25~29歳,2,津崎朝輝,セ・武蔵小杉,13/1,32.18,,,,,
個人,No.21,男子50m平泳ぎ,25~29歳,3,加間英貴,セ・天王洲,13/9,33.44,,,,,
個人,No.21,男子50m平泳ぎ,25~29歳,4,鈴木裕介,セ・天王洲,9/3,38.62,,,,,
個人,No.21,男子50m平泳ぎ,25~29歳,5,竹下翔,セ・長津田,10/4,39.85,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,1,安永竜之佑,セ・東戸塚,11/6,33.12,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,2,南里輝,セ・蒲田,13/3,33.32,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,3,西沢歩,セ・清瀬,12/2,34.64,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,4,山下智也,セ・S湘南台,11/8,35.12,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,5,佐々木明日真,セ・市川,11/5,35.21,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,6,村田治,セ・長津田,10/7,35.65,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,7,嶋田翔太,セ・葛西,9/8,42.72,,,,,
個人,No.21,男子50m平泳ぎ,18~24歳,8,藤田駿祐,セ・南青山,8/9,49.29,,,,,
個人,No.22,女子50mバタフライ,80~84歳,1,八田清子,セ・松戸,1/4,1:03.65,,,,,
個人,No.22,女子50mバタフライ,75~79歳,1,大山恵子,セ・葛西,4/1,44.88,,,,,
個人,No.22,女子50mバタフライ,75~79歳,2,宇田川礼子,セ・我孫子,1/3,59.85,,,,,
個人,No.22,女子50mバタフライ,75~79歳,3,末光とき子,墨田区体育館,1/8,1:11.04,,,,,
個人,No.22,女子50mバタフライ,70~74歳,1,中村和子セ・,谷,3/6,45.98,,,,,
個人,No.22,女子50mバタフライ,70~74歳,3,近ひな子,セ・二俣川,2/5,50.78,,,,,
個人,No.22,女子50mバタフライ,70~74歳,4,木村恵子セ・,谷,1/6,1:02.07,,,,,
個人,No.22,女子50mバタフライ,65~69歳,1,木村りよう子セ・,生,3/5,44.62,,,,,
個人,No.22,女子50mバタフライ,65~69歳,2,安薫,セ・西新井,4/9,45.48,,,,,
個人,No.22,女子50mバタフライ,65~69歳,3,立石由美子,セ・大森,3/3,45.89,,,,,
個人,No.22,女子50mバタフライ,65~69歳,4,井手敦子,セ・慶應日吉,3/7,52.30,,,,,
個人,No.22,女子50mバタフライ,65~69歳,5,下川喜美枝,セ・南千住,2/6,56.28,,,,,
個人,No.22,女子50mバタフライ,60~64歳,1,若林朋子,セ・大宮宮原,4/6,34.72,・大会新,,,,
個人,No.22,女子50mバタフライ,60~64歳,2,武井麻知子,セ・二俣川,4/3,41.02,,,,,
個人,No.22,女子50mバタフライ,60~64歳,4,座間千鶴子,ザノス八景,3/9,52.04,,,,,
個人,No.22,女子50mバタフライ,60~64歳,5,渡邊典子セ・,島,2/3,58.16,,,,,
個人,No.22,女子50mバタフライ,55~59歳,1,仲田久美子,セ・成城,4/8,36.55,,,,,
個人,No.22,女子50mバタフライ,55~59歳,2,大久彩子,セ・阿佐谷,1/7,58.88,,,,,
個人,No.22,女子50mバタフライ,50~54歳,1,池田百合子,セ・市ヶ尾,5/4,31.43,,,,,
個人,No.22,女子50mバタフライ,50~54歳,2,佐々木美佐,セ・平塚,4/5,36.78,,,,,
個人,No.22,女子50mバタフライ,50~54歳,3,小山香津子セ・,沢,3/1,50.48,,,,,
個人,No.22,女子50mバタフライ,50~54歳,4,中村奈穂美セ・,谷,2/4,52.42,,,,,
個人,No.22,女子50mバタフライ,50~54歳,5,津田千鶴,セ・育見台,3/8,56.24,,,,,
個人,No.22,女子50mバタフライ,45~49歳,1,吉村華余,セ・長津田,5/7,32.20,,,,,
個人,No.22,女子50mバタフライ,45~49歳,2,土井直子,ザノス川崎,3/2,43.20,,,,,
個人,No.22,女子50mバタフライ,45~49歳,3,成重夏紀セ・,沢,2/7,54.16,,,,,
個人,No.22,女子50mバタフライ,45~49歳,4,髙橋里美セ・,浜,2/8,1:01.83,,,,,
個人,No.22,女子50mバタフライ,35~39歳,1,青木梨緒,セ・葛西,5/5,31.51,,,,,
個人,No.22,女子50mバタフライ,30~34歳,1,早川舞,セ・蒲田,5/9,31.96,,,,,
個人,No.22,女子50mバタフライ,25~29歳,1,真如美優,セ・南千住,5/3,31.80,,,,,
個人,No.22,女子50mバタフライ,25~29歳,2,岡澤志織,セ・茂原,5/6,31.96,,,,,
個人,No.22,女子50mバタフライ,25~29歳,3,嶋田菜々子,セ・おおたか,4/4,34.64,,,,,
個人,No.22,女子50mバタフライ,25~29歳,4,村岡礼奈,セ・桶川北本,4/2,38.73,,,,,
個人,No.22,女子50mバタフライ,25~29歳,5,森谷麻貴,セ・長津田,4/7,39.10,,,,,
個人,No.22,女子50mバタフライ,18~24歳,1,栃元春乃,セ・西東京,5/8,31.47,,,,,
個人,No.22,女子50mバタフライ,18~24歳,3,西澤瑛倫セ・,谷,5/2,33.23,,,,,
個人,No.22,女子50mバタフライ,18~24歳,4,青木奈那美,セ・蒲田,5/1,33.99,,,,,
個人,No.23,男子50mバタフライ,80~84歳,1,内田幸稔,セ・松戸,1/9,1:05.10,,,,,
個人,No.23,男子50mバタフライ,75~79歳,1,安藤次郎セ・,山,3/5,36.73,・大会新,,,,
個人,No.23,男子50mバタフライ,75~79歳,2,木津誠,セ・成城,3/8,42.28,,,,,
個人,No.23,男子50mバタフライ,75~79歳,3,白井清嗣,セ・大宮宮原,1/5,47.20,,,,,
個人,No.23,男子50mバタフライ,75~79歳,4,縫田駿一,セ・おおたか,1/1,1:17.04,,,,,
個人,No.23,男子50mバタフライ,70~74歳,1,吉原一彦,セ・阿佐谷,6/8,33.85,・大会新,,,,
個人,No.23,男子50mバタフライ,70~74歳,2,瀧川一興,セ・大森,4/1,35.48,,,,,
個人,No.23,男子50mバタフライ,70~74歳,3,香川左近,セ・二俣川,2/8,45.53,,,,,
個人,No.23,男子50mバタフライ,70~74歳,4,飯沼明,セ・長津田,2/3,46.53,,,,,
個人,No.23,男子50mバタフライ,70~74歳,5,村田幸士郎,セ・阿佐谷,1/7,49.87,,,,,
個人,No.23,男子50mバタフライ,70~74歳,6,仲二見実,セ・ときわ台,1/8,1:10.20,,,,,
個人,No.23,男子50mバタフライ,65~69歳,1,和田浩一,セ・用賀,5/8,33.80,,,,,
個人,No.23,男子50mバタフライ,65~69歳,2,海辺信吉,セ・おおたか,5/3,33.83,,,,,
個人,No.23,男子50mバタフライ,65~69歳,3,會田修一,セ・おおたか,3/4,38.85,,,,,
個人,No.23,男子50mバタフライ,65~69歳,4,大滝恭伸,セ・市ヶ尾,2/6,44.43,,,,,
個人,No.23,男子50mバタフライ,60~64歳,1,菊池千二,セ・市ヶ尾,4/5,31.70,,,,,
個人,No.23,男子50mバタフライ,60~64歳,2,渡部佳彦,セ・市川,7/9,32.98,,,,,
個人,No.23,男子50mバタフライ,60~64歳,3,廣本佳也,セ・上池袋,5/4,33.97,,,,,
個人,No.23,男子50mバタフライ,60~64歳,4,上野太紀夫,セ・柏,5/6,34.62,,,,,
個人,No.23,男子50mバタフライ,60~64歳,5,村木満,セ・トレッサ,6/1,35.50,,,,,
個人,No.23,男子50mバタフライ,60~64歳,6,金子勝セ・,槻,4/3,35.75,,,,,
個人,No.23,男子50mバタフライ,60~64歳,7,小泉康延,セ・亀有,4/7,35.77,,,,,
個人,No.23,男子50mバタフライ,60~64歳,8,田中基幹,セ・流山,3/6,38.08,,,,,
個人,No.23,男子50mバタフライ,60~64歳,9,浦田昌和,セ・成城,2/4,45.50,,,,,
個人,No.23,男子50mバタフライ,55~59歳,1,柄澤英也,セ・用賀,5/5,33.29,,,,,
個人,No.23,男子50mバタフライ,55~59歳,2,矢部裕之,セ・長津田,6/4,33.45,,,,,
個人,No.23,男子50mバタフライ,55~59歳,3,門倉孝行,セ・慶應日吉,4/2,33.52,,,,,
個人,No.23,男子50mバタフライ,55~59歳,4,浅田康朗,セ・大森,5/7,34.25,,,,,
個人,No.23,男子50mバタフライ,55~59歳,5,猪野周九,セ・谷津,2/2,37.92,,,,,
個人,No.23,男子50mバタフライ,55~59歳,6,温井芳浩,セ・谷津,3/7,38.89,,,,,
個人,No.23,男子50mバタフライ,55~59歳,7,金子謙一,セ・長津田,3/1,39.50,,,,,
個人,No.23,男子50mバタフライ,55~59歳,8,安藤朋邦,セ・南青山,1/6,44.88,,,,,
個人,No.23,男子50mバタフライ,55~59歳,9,大塚秀幸,セ・慶應日吉,2/1,49.33,,,,,
個人,No.23,男子50mバタフライ,50~54歳,1,池田正輝,セ・市ヶ尾,10/2,27.42,,,,,
個人,No.23,男子50mバタフライ,50~54歳,2,小秀幸,セ・八王子,7/7,30.28,,,,,
個人,No.23,男子50mバタフライ,50~54歳,3,河野,セ・慶應日吉,7/1,30.46,,,,,
個人,No.23,男子50mバタフライ,50~54歳,4,小森康弘,セ・葛西,4/8,31.38,,,,,
個人,No.23,男子50mバタフライ,50~54歳,5,甫坂修男,セ・市川,6/6,32.18,,,,,
個人,No.23,男子50mバタフライ,50~54歳,7,松崎敏明,セ・慶應日吉,4/6,33.39,,,,,
個人,No.23,男子50mバタフライ,50~54歳,9,藤井清和,セ・武蔵小杉,5/9,34.44,,,,,
個人,No.23,男子50mバタフライ,45~49歳,1,永瀬知之,セ・二俣川,8/6,29.26,,,,,
個人,No.23,男子50mバタフライ,45~49歳,2,堀川広祐,セ・二俣川,7/4,31.00,,,,,
個人,No.23,男子50mバタフライ,45~49歳,3,倉持公一,セ・天王洲,6/5,31.07,,,,,
個人,No.23,男子50mバタフライ,45~49歳,4,今崎長穂,セ・自由が丘,7/3,32.52,,,,,
個人,No.23,男子50mバタフライ,45~49歳,6,花井一也,セ・長津田,5/1,34.62,,,,,
個人,No.23,男子50mバタフライ,45~49歳,7,鈴木直哉,セ・八王子,5/2,36.58,,,,,
個人,No.23,男子50mバタフライ,40~44歳,1,鶴谷学,セ・二俣川,10/8,26.92,,,,,
個人,No.23,男子50mバタフライ,40~44歳,3,小林弘典,ザノス川崎,8/7,30.78,,,,,
個人,No.23,男子50mバタフライ,40~44歳,4,勝吉進一,セ・慶應日吉,7/8,32.68,,,,,
個人,No.23,男子50mバタフライ,35~39歳,1,月田康輔,セ・二俣川,9/3,26.50,,,,,
個人,No.23,男子50mバタフライ,35~39歳,2,古川貴章,セ・おおたか,9/4,28.80,,,,,
個人,No.23,男子50mバタフライ,35~39歳,3,雲藤貴光,セ・天王洲,8/3,28.85,,,,,
個人,No.23,男子50mバタフライ,35~39歳,4,吉川重行,セ・桶川北本,8/4,29.34,,,,,
個人,No.23,男子50mバタフライ,30~34歳,2,塚本也,セ・清瀬,8/2,28.97,,,,,
個人,No.23,男子50mバタフライ,30~34歳,3,江沢純也,セ・我孫子,6/7,32.03,,,,,
個人,No.23,男子50mバタフライ,30~34歳,4,海老原健太,セ・大森,6/2,36.23,,,,,
個人,No.23,男子50mバタフライ,25~29歳,1,川島由伸,セ・上池袋,10/5,24.27,・大会新,,,,
個人,No.23,男子50mバタフライ,25~29歳,2,田中諒也,セ・市ヶ尾,10/6,25.53,,,,,
個人,No.23,男子50mバタフライ,25~29歳,3,板場貴大,セ・成城,10/4,26.44,,,,,
個人,No.23,男子50mバタフライ,25~29歳,4,石井了,セ・おおたか,10/7,26.74,,,,,
個人,No.23,男子50mバタフライ,25~29歳,5,津崎朝輝,セ・武蔵小杉,10/3,27.11,,,,,
個人,No.23,男子50mバタフライ,25~29歳,6,木渕大輝,セ・天王洲,10/9,27.32,,,,,
個人,No.23,男子50mバタフライ,25~29歳,7,宮田遼太,セ・成城,9/2,27.49,,,,,
個人,No.23,男子50mバタフライ,25~29歳,8,廣川大起,セ・柏,8/5,27.88,,,,,
個人,No.23,男子50mバタフライ,25~29歳,9,松尾勇太,セ・南青山,9/9,27.95,,,,,
個人,No.23,男子50mバタフライ,18~24歳,2,菅原啓,セ・慶應日吉,10/1,26.42,,,,,
個人,No.23,男子50mバタフライ,18~24歳,3,黒田大介,セ・成城,9/6,27.65,,,,,
個人,No.23,男子50mバタフライ,18~24歳,4,都築クラウディオ佑亮セ・おおたか,8/1,8/1,29.06,,,,,
個人,No.23,男子50mバタフライ,18~24歳,5,藤井大智,セ・F東戸塚,6/3,29.11,,,,,
個人,No.23,男子50mバタフライ,18~24歳,6,村田雅治,セ・長津田,7/6,29.56,,,,,
個人,No.23,男子50mバタフライ,18~24歳,7,伊藤水晶,セ・松戸,9/7,29.79,,,,,
個人,No.23,男子50mバタフライ,18~24歳,8,嶋田翔太,セ・葛西,7/2,31.24,,,,,
個人,No.23,男子50mバタフライ,18~24歳,9,加藤慎梧,ザノス川崎,3/9,34.19,,,,,
リレー,No.24,混合4×50mフリーリレー,320~359歳,1,慶應日吉,320歳,1/9,3:36.69,,小田稔,田野倉和子,岡本弓子,泉保央
リレー,No.24,混合4×50mフリーリレー,280~319歳,1,成城,280歳,3/1,2:27.49,,若宀強,高柳祐子,吉田亮,高梨美樹
リレー,No.24,混合4×50mフリーリレー,280~319歳,2,二俣川,289歳,2/7,2:41.47,,香川近,吉見一,近藤ひ子,冨松
リレー,No.24,混合4×50mフリーリレー,280~319歳,3,葛西,282歳,1/3,2:44.41,,浅井速人,大内洋,青砥美智子,菅野泰子
リレー,No.24,混合4×50mフリーリレー,280~319歳,4,市ヶ尾,280歳,1/7,2:47.69,,渡辺一,嶋田陽子,原昌代,井上隆史
リレー,No.24,混合4×50mフリーリレー,280~319歳,5,おおたか,303歳,1/2,3:11.89,,松永勝,大久保祐美子,松永タズヨ,手塚満
リレー,No.24,混合4×50mフリーリレー,240~279歳,1,二俣川,240歳,3/4,2:10.50,,永瀬知之,武井麻知子,永瀬秀子,若島健二
リレー,No.24,混合4×50mフリーリレー,240~279歳,2,慶應日吉,245歳,2/8,2:29.26,,穴田啓樹,高見沢ゆみ子,田村明美,岩田寛
リレー,No.24,混合4×50mフリーリレー,240~279歳,3,長津田,247歳,2/6,2:32.41,,宀本昌雄,久保と子,原理,飯沼明
リレー,No.24,混合4×50mフリーリレー,240~279歳,4,成城,243歳,2/4,2:37.05,,草森理子,浦田昌和,安部盛,仲田久美子
リレー,No.24,混合4×50mフリーリレー,240~279歳,5,八景,250歳,1/5,2:37.66,,久保田一利,座間千皀子,高梨佳代子,"兼森,兒"
リレー,No.24,混合4×50mフリーリレー,240~279歳,6,上池袋,259歳,1/8,2:44.92,,磯村麻衣子,廣本佳也,古旗美鈴,岡部浩次
リレー,No.24,混合4×50mフリーリレー,200~239歳,1,大宀宀原,208歳,3/6,2:06.41,,花木尚美,宀川則,若林朋子,川瀬健次
リレー,No.24,混合4×50mフリーリレー,200~239歳,2,二俣川,216歳,4/1,2:08.54,,大村俊文,野島久枝,川村佳代子,皀谷学
