競技番号,競技性別,競技名,世界記録,日本記録,大会記録,年齢区分,順位,リレー泳順,氏名,所属,水路,リレー時間,個人時間,リレー合計年齢,飛込タイム,LAPタイム
No.1,女子,100m個人メドレー,1:38.45,1:36.03,2:05.42,80～84歳,1,,久保美紀枝,セ・流山,1/3,,2:28.70,,1.07,33.91|1:10.46|1:54.22
No.2,男子,100m個人メドレー,55.93,55.93,1:00.05,40～44歳,1,,坂田龍亮,セ・南千住,11/5,,1:04.54,,0.66,12.68|29.46|49.29
No.2,男子,100m個人メドレー,55.93,55.93,1:00.05,40～44歳,2,,森本祐一,セ・清瀬,9/6,,1:09.46,,0.77,14.13|32.73|53.60
No.2,男子,100m個人メドレー,55.93,55.93,1:00.05,40～44歳,3,,澤田聡志,ザバス八景,8/6,,1:11.96,,0.93,14.28|32.09|54.91
No.2,男子,100m個人メドレー,55.93,55.93,1:00.05,40～44歳,4,,浅岡遼,セ・用賀,7/5,,1:15.01,,0.77,15.31|35.50|57.13
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,1,,立石裕太郎,セ・二俣川,12/4,,58.17,,0.74,12.36|27.76|44.05
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,2,,前田康輔,セ・二俣川,12/5,,58.59,,0.73,11.81|26.31|44.27
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,3,,古川貴章,セ・おおたか,11/6,,1:05.28,,0.69,13.51|30.47|49.73
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,4,,木村考太,セ・市ヶ尾,10/10,,1:07.63,,0.78,13.90|32.31|50.83
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,5,,長田裕史,セ・柏,11/2,,1:09.36,,0.65,13.99|33.27|52.24
No.2,男子,100m個人メドレー,54.82,54.82,59.48,35～39歳,6,,馬場達,ザバス鶴見,5/10,,1:22.46,,0.68,15.21|35.57|1:02.43
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,1,,小野健,セ・天王洲,12/8,,1:01.29,,0.63,12.69|29.18|46.44
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,2,,今里昂哉,セ・清瀬,12/9,,1:02.38,,0.71,12.99|28.94|47.09
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,3,,塚本拓也,セ・清瀬,10/6,,1:04.46,,0.59,12.82|29.12|48.49
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,4,,石井孟,セ・葛西,11/3,,1:04.48,,0.61,13.17|30.31|49.01
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,5,,土屋大貴,セ・平塚,12/1,,1:05.77,,0.61,12.57|28.99|49.31
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,6,,浅野裕太,セ・横浜,8/4,,1:10.93,,0.71,13.22|31.97|53.28
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,7,,小野明良,セ・成城,7/1,,1:17.14,,0.73,14.70|36.44|58.35
No.2,男子,100m個人メドレー,53.28,53.74,59.06,30～34歳,8,,江沢純也,セ・我孫子,7/6,,1:18.49,,0.75,14.76|36.01|1:00.41
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,1,,石井了,セ・おおたか,12/6,,1:00.32,,0.67,12.06|27.85|45.10
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,2,,廣川大起,セ・柏,10/8,,1:02.47,,0.64,12.07|27.22|46.66
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,3,,小林和矢,セ・成城,11/9,,1:03.06,,0.73,12.87|28.36|47.34
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,4,,神戸優悠希,セ・茂原,12/10,,1:03.43,,0.72,13.13|29.74|48.58
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,5,,中村翼,セ・天王洲,10/4,,1:03.90,,0.71,12.78|28.11|47.24
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,6,,田中壮一郎,セ・二俣川,11/4,,1:04.01,,0.76,12.66|29.79|48.57
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,7,,岡内昭伍,セ・新浦安,12/3,,1:04.22,,0.69,12.80|29.58|48.22
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,8,,青木陽輝,セ・西東京,10/3,,1:05.60,,0.68,13.14|28.85|49.79
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,9,,牧村高志,セ・武蔵小杉,7/7,,1:06.05,,0.77,13.03|29.50|49.56
No.2,男子,100m個人メドレー,52.78,53.93,57.01,25～29歳,10,,泉翔太,セ・葛西,8/7,,1:06.96,,0.71,12.75|29.72|50.81
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,1,,三角一汰,セ・新都心,12/7,,1:02.93,,0.67,12.76|28.56|47.28
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,2,,相原海星,セ・平塚,9/1,,1:04.52,,0.62,12.62|28.94|47.92
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,3,,織戸友宏,セ・葛西,10/9,,1:05.89,,0.64,12.64|29.60|50.10
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,4,,荒井優吾,セ・成瀬,11/7,,1:06.70,,0.67,13.08|30.04|50.36
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,5,,南里輝,セ・蒲田,10/2,,1:06.96,,0.62,13.59|31.17|50.27
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,6,,村田雅治,セ・長津田,11/1,,1:07.31,,0.63,12.71|30.23|50.56
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,7,,重高良彦,セ・能見台,11/8,,1:07.81,,0.70,13.48|31.06|51.31
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,8,,遠藤優太,セ・越谷,8/8,,1:08.77,,0.75,13.51|31.29|52.53
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,9,,山下智也,セ・Ｓ湘南台,9/7,,1:09.62,,0.67,14.08|32.38|51.95
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,10,,伊藤水晶,セ・松戸,9/10,,1:11.37,,0.63,13.43|32.89|54.20
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,11,,西沢歩,セ・清瀬,8/3,,1:12.83,,0.71,14.00|33.66|54.59
No.2,男子,100m個人メドレー,,54.23,58.43,18～24歳,12,,西野宮源希,セ・長津田,7/10,,1:19.20,,0.77,16.22|37.59|1:01.47
No.3,女子,4×25mメドレーリレー,,1:26.19,,320～359歳,1,1,川口栄子,セ・松戸,1/4,1:47.12,26.74,322歳,0.86,26.74|55.09|1:22.58
No.3,女子,4×25mメドレーリレー,,1:26.19,,320～359歳,1,2,相澤史子,セ・松戸,1/4,1:47.12,28.35,322歳,,26.74|55.09|1:22.58
No.3,女子,4×25mメドレーリレー,,1:26.19,,320～359歳,1,3,八田清子,セ・松戸,1/4,1:47.12,27.49,322歳,,26.74|55.09|1:22.58
No.3,女子,4×25mメドレーリレー,,1:26.19,,320～359歳,1,4,須山順子,セ・松戸,1/4,1:47.12,24.54,322歳,,26.74|55.09|1:22.58
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,1,1,松村恵子,セ・葛西,3/9,1:20.85,22.57,290歳,0.75,22.57|43.61|1:02.15
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,1,2,菅野泰子,セ・葛西,3/9,1:20.85,21.04,290歳,,22.57|43.61|1:02.15
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,1,3,大山恵子,セ・葛西,3/9,1:20.85,18.54,290歳,,22.57|43.61|1:02.15
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,1,4,青砥美智子,セ・葛西,3/9,1:20.85,18.70,290歳,,22.57|43.61|1:02.15
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,2,1,高見沢ゆみ子,セ・慶應日吉,2/6,1:26.61,21.32,284歳,0.68,21.32|44.11|1:03.46
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,2,2,渡部みさを,セ・慶應日吉,2/6,1:26.61,22.79,284歳,,21.32|44.11|1:03.46
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,2,3,森谷登志江,セ・慶應日吉,2/6,1:26.61,19.35,284歳,,21.32|44.11|1:03.46
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,2,4,竹原君枝,セ・慶應日吉,2/6,1:26.61,23.15,284歳,,21.32|44.11|1:03.46
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,3,1,大塚裕子,セ・成城,2/9,1:32.18,28.72,283歳,0.60,28.72|50.80|1:13.59
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,3,2,高梨美樹,セ・成城,2/9,1:32.18,22.08,283歳,,28.72|50.80|1:13.59
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,3,3,田代眞理子,セ・成城,2/9,1:32.18,22.79,283歳,,28.72|50.80|1:13.59
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,3,4,柳沢智子,セ・成城,2/9,1:32.18,18.59,283歳,,28.72|50.80|1:13.59
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,4,1,田中もみぢ,セ・おおたか,1/3,1:32.63,28.03,288歳,0.94,28.03|54.85|1:15.21
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,4,2,高木保子,セ・おおたか,1/3,1:32.63,26.82,288歳,,28.03|54.85|1:15.21
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,4,3,倉林明子,セ・おおたか,1/3,1:32.63,20.36,288歳,,28.03|54.85|1:15.21
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,4,4,野崎由美子,セ・おおたか,1/3,1:32.63,17.42,288歳,,28.03|54.85|1:15.21
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,5,1,大塩郁子,セ・新浦安,2/5,1:32.87,27.51,280歳,0.96,27.51|55.45|1:12.23
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,5,2,油井みどり,セ・新浦安,2/5,1:32.87,27.94,280歳,,27.51|55.45|1:12.23
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,5,3,綱川香代子,セ・新浦安,2/5,1:32.87,16.78,280歳,,27.51|55.45|1:12.23
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,5,4,柴田美知子,セ・新浦安,2/5,1:32.87,20.64,280歳,,27.51|55.45|1:12.23
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,6,1,土屋悦子,セ・二俣川,2/1,1:35.39,22.86,282歳,0.78,22.86|51.57|1:13.63
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,6,2,小沢邦恵,セ・二俣川,2/1,1:35.39,28.71,282歳,,22.86|51.57|1:13.63
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,6,3,近藤ひな子,セ・二俣川,2/1,1:35.39,22.06,282歳,,22.86|51.57|1:13.63
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,6,4,藤田悦子,セ・二俣川,2/1,1:35.39,21.76,282歳,,22.86|51.57|1:13.63
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,7,1,原田早苗,セ・南千住,1/6,1:39.27,28.18,296歳,1.04,28.18|54.76|1:16.84
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,7,2,花形一実,セ・南千住,1/6,1:39.27,26.58,296歳,,28.18|54.76|1:16.84
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,7,3,下川喜美枝,セ・南千住,1/6,1:39.27,22.08,296歳,,28.18|54.76|1:16.84
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,7,4,平井節子,セ・南千住,1/6,1:39.27,22.43,296歳,,28.18|54.76|1:16.84
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,8,1,戸倉陽子,セ・慶應日吉,1/8,1:54.32,31.11,281歳,0.73,31.11|1:08.83|1:30.99
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,8,2,池淵玲子,セ・慶應日吉,1/8,1:54.32,37.72,281歳,,31.11|1:08.83|1:30.99
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,8,3,中野朗子,セ・慶應日吉,1/8,1:54.32,22.16,281歳,,31.11|1:08.83|1:30.99
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,8,4,田野倉和子,セ・慶應日吉,1/8,1:54.32,23.33,281歳,,31.11|1:08.83|1:30.99
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,9,1,須田菜奈子,セ・桶川北本,1/9,1:57.44,28.14,280歳,0.83,28.14|1:08.35|1:33.62
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,9,2,小高和子,セ・桶川北本,1/9,1:57.44,40.21,280歳,,28.14|1:08.35|1:33.62
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,9,3,岡田啓子,セ・桶川北本,1/9,1:57.44,25.27,280歳,,28.14|1:08.35|1:33.62
No.3,女子,4×25mメドレーリレー,,1:14.31,1:19.71,280～319歳,9,4,池長幸子,セ・桶川北本,1/9,1:57.44,23.82,280歳,,28.14|1:08.35|1:33.62
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,1,1,上野真弓,セ・二俣川,3/4,1:14.46,20.88,251歳,0.80,20.88|43.52|1:00.06
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,1,2,盛田真規子,セ・二俣川,3/4,1:14.46,22.64,251歳,,20.88|43.52|1:00.06
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,1,3,武井麻知子,セ・二俣川,3/4,1:14.46,16.54,251歳,,20.88|43.52|1:00.06
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,1,4,永瀬秀子,セ・二俣川,3/4,1:14.46,14.40,251歳,,20.88|43.52|1:00.06
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,2,1,石田良子,セ・越谷,3/2,1:14.89,20.13,240歳,0.61,20.13|39.93|59.73
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,2,2,磯村由紀子,セ・越谷,3/2,1:14.89,19.80,240歳,,20.13|39.93|59.73
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,2,3,中村和子,セ・越谷,3/2,1:14.89,19.80,240歳,,20.13|39.93|59.73
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,2,4,山田未紗子,セ・越谷,3/2,1:14.89,15.16,240歳,,20.13|39.93|59.73
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,3,1,レントフェルト慶子,セ・清瀬,3/1,1:17.12,21.75,240歳,0.75,21.75|42.18|1:00.72
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,3,2,田中貴子,セ・清瀬,3/1,1:17.12,20.43,240歳,,21.75|42.18|1:00.72
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,3,3,岡田眞弓,セ・清瀬,3/1,1:17.12,18.54,240歳,,21.75|42.18|1:00.72
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,3,4,大槻真由美,セ・清瀬,3/1,1:17.12,16.40,240歳,,21.75|42.18|1:00.72
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,4,1,田村明美,セ・慶應日吉,3/7,1:17.61,22.58,249歳,0.97,22.58|41.87|59.93
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,4,2,前畑章子,セ・慶應日吉,3/7,1:17.61,19.29,249歳,,22.58|41.87|59.93
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,4,3,中野内嘉子,セ・慶應日吉,3/7,1:17.61,18.06,249歳,,22.58|41.87|59.93
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,4,4,井手敦子,セ・慶應日吉,3/7,1:17.61,17.68,249歳,,22.58|41.87|59.93
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,5,1,関口智子,セ・西東京,4/9,1:19.24,23.91,252歳,0.71,23.91|46.83|1:02.31
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,5,2,西村恵子,セ・西東京,4/9,1:19.24,22.92,252歳,,23.91|46.83|1:02.31
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,5,3,野田りょうこ,セ・西東京,4/9,1:19.24,15.48,252歳,,23.91|46.83|1:02.31
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,5,4,三枝裕子,セ・西東京,4/9,1:19.24,16.93,252歳,,23.91|46.83|1:02.31
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,6,1,鈴木由佳里,セ・天王洲,2/4,1:21.00,19.80,259歳,0.69,19.80|43.24|1:02.74
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,6,2,櫻田琴,セ・天王洲,2/4,1:21.00,23.44,259歳,,19.80|43.24|1:02.74
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,6,3,浅野みどり,セ・天王洲,2/4,1:21.00,19.50,259歳,,19.80|43.24|1:02.74
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,6,4,梅田栄己子,セ・天王洲,2/4,1:21.00,18.26,259歳,,19.80|43.24|1:02.74
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,7,1,吉野ひとみ,セ・松戸,2/7,1:26.92,25.23,258歳,0.76,25.23|48.51|56.09
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,7,2,佐々木和恵,セ・松戸,2/7,1:26.92,23.28,258歳,,25.23|48.51|56.09
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,7,3,八尋加苗,セ・松戸,2/7,1:26.92,7.58,258歳,,25.23|48.51|56.09
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,7,4,福島孝江,セ・松戸,2/7,1:26.92,30.83,258歳,,25.23|48.51|56.09
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,8,1,佐藤直子,セ・我孫子,1/2,1:38.10,25.75,269歳,0.79,25.75|53.89|1:17.60
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,8,2,渋谷照代,セ・我孫子,1/2,1:38.10,28.14,269歳,,25.75|53.89|1:17.60
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,8,3,宇田川礼子,セ・我孫子,1/2,1:38.10,23.71,269歳,,25.75|53.89|1:17.60
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,8,4,松浦敏子,セ・我孫子,1/2,1:38.10,20.50,269歳,,25.75|53.89|1:17.60
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,9,1,上松弘子,セ・上池袋,2/8,1:41.74,26.07,271歳,0.84,26.07|57.18|1:12.64
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,9,2,黒川慶子,セ・上池袋,2/8,1:41.74,31.11,271歳,,26.07|57.18|1:12.64
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,9,3,古旗美鈴,セ・上池袋,2/8,1:41.74,15.46,271歳,,26.07|57.18|1:12.64
No.3,女子,4×25mメドレーリレー,,1:02.59,1:08.57,240～279歳,9,4,窪田久恵,セ・上池袋,2/8,1:41.74,29.10,271歳,,26.07|57.18|1:12.64
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,1,1,棚網恵理,セ・阿佐谷,4/4,1:10.72,18.39,224歳,0.64,18.39|35.52|55.38
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,1,2,瀬原まどか,セ・阿佐谷,4/4,1:10.72,17.13,224歳,,18.39|35.52|55.38
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,1,3,野島正代,セ・阿佐谷,4/4,1:10.72,19.86,224歳,,18.39|35.52|55.38
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,1,4,石原なおみ,セ・阿佐谷,4/4,1:10.72,15.34,224歳,,18.39|35.52|55.38
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,2,1,北瀬あづさ,セ・市ヶ尾,3/6,1:11.53,21.14,214歳,0.71,21.14|41.64|55.80
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,2,2,本多律子,セ・市ヶ尾,3/6,1:11.53,20.50,214歳,,21.14|41.64|55.80
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,2,3,池田百合子,セ・市ヶ尾,3/6,1:11.53,14.16,214歳,,21.14|41.64|55.80
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,2,4,白須靖子,セ・市ヶ尾,3/6,1:11.53,15.73,214歳,,21.14|41.64|55.80
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,3,1,吉田のばら,セ・南千住,4/8,1:11.99,17.18,204歳,0.67,17.18|38.42|54.02
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,3,2,田原文月,セ・南千住,4/8,1:11.99,21.24,204歳,,17.18|38.42|54.02
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,3,3,杉本浩美,セ・南千住,4/8,1:11.99,15.60,204歳,,17.18|38.42|54.02
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,3,4,山本由起子,セ・南千住,4/8,1:11.99,17.97,204歳,,17.18|38.42|54.02
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,4,1,大石里佳,セ・おおたか,2/3,1:12.45,20.82,201歳,0.75,20.82|40.91|57.49
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,4,2,五十嵐知佐,セ・おおたか,2/3,1:12.45,20.09,201歳,,20.82|40.91|57.49
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,4,3,中村可奈子,セ・おおたか,2/3,1:12.45,16.58,201歳,,20.82|40.91|57.49
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,4,4,柳有美子,セ・おおたか,2/3,1:12.45,14.96,201歳,,20.82|40.91|57.49
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,5,1,及川薫,セ・松戸,3/8,1:14.31,21.20,219歳,0.70,21.20|43.52|59.32
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,5,2,高橋久美,セ・松戸,3/8,1:14.31,22.32,219歳,,21.20|43.52|59.32
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,5,3,バーンズ智絵,セ・松戸,3/8,1:14.31,15.80,219歳,,21.20|43.52|59.32
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,5,4,高橋圭,セ・松戸,3/8,1:14.31,14.99,219歳,,21.20|43.52|59.32
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,6,1,川村佳代子,セ・二俣川,4/7,1:18.83,18.92,231歳,0.61,18.92|41.95|1:01.22
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,6,2,是永朋子,セ・二俣川,4/7,1:18.83,23.03,231歳,,18.92|41.95|1:01.22
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,6,3,松川律子,セ・二俣川,4/7,1:18.83,19.27,231歳,,18.92|41.95|1:01.22
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,6,4,古谷幸代,セ・二俣川,4/7,1:18.83,17.61,231歳,,18.92|41.95|1:01.22
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,7,1,佐々木れい,セ・志木,1/5,1:27.30,26.56,218歳,0.79,26.56|53.35|1:11.36
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,7,2,赤坂恵美子,セ・志木,1/5,1:27.30,26.79,218歳,,26.56|53.35|1:11.36
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,7,3,廣田綾子,セ・志木,1/5,1:27.30,18.01,218歳,,26.56|53.35|1:11.36
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,7,4,三浦鈴子,セ・志木,1/5,1:27.30,15.94,218歳,,26.56|53.35|1:11.36
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,8,1,平林由美,CS南行徳,3/10,1:29.11,23.16,222歳,1.11,23.16|45.92|1:08.44
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,8,2,大野祐子,CS南行徳,3/10,1:29.11,22.76,222歳,,23.16|45.92|1:08.44
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,8,3,福澤絵理,CS南行徳,3/10,1:29.11,22.52,222歳,,23.16|45.92|1:08.44
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,8,4,岡田まり子,CS南行徳,3/10,1:29.11,20.67,222歳,,23.16|45.92|1:08.44
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,9,1,須釜映子,セ・西新井,1/7,1:37.24,28.05,200歳,0.86,28.05|55.21|1:11.16
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,9,2,飯田美奈子,セ・西新井,1/7,1:37.24,27.16,200歳,,28.05|55.21|1:11.16
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,9,3,篠原萌,セ・西新井,1/7,1:37.24,15.95,200歳,,28.05|55.21|1:11.16
No.3,女子,4×25mメドレーリレー,,59.04,1:04.93,200～239歳,9,4,山崎裕子,セ・西新井,1/7,1:37.24,26.08,200歳,,28.05|55.21|1:11.16
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,1,1,遠藤真理,セ・袖ケ浦,4/6,1:03.85,16.87,160歳,0.53,16.87|36.23|51.04
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,1,2,櫻井理恵子,セ・袖ケ浦,4/6,1:03.85,19.36,160歳,,16.87|36.23|51.04
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,1,3,大和久佳江,セ・袖ケ浦,4/6,1:03.85,14.81,160歳,,16.87|36.23|51.04
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,1,4,豊島葉子,セ・袖ケ浦,4/6,1:03.85,12.81,160歳,,16.87|36.23|51.04
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,2,1,草野茜,セ・二俣川,4/1,1:13.69,19.79,185歳,0.64,19.79|39.26|57.20
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,2,2,北國友理子,セ・二俣川,4/1,1:13.69,19.47,185歳,,19.79|39.26|57.20
No.3,女子,4×25mメドレーリレー,,56.53,1:01.39,160～199歳,2,3,吉池奈々,セ・二俣川,4/1,1:13.69,17.94,185歳,,19.79|39.26|57.20
