イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
4,男子,4×25mメドレーリレー,200～239歳,1,,セ・トレッサ,206歳,セ・トレッサ,3/ 1,58.29,,リレー
4,男子,4×25mメドレーリレー,200～239歳,2,,セ・用賀,206歳,セ・用賀,3/ 9,1:02.22,,リレー
4,男子,4×25mメドレーリレー,200～239歳,3,,セ・大宮宮原,226歳,セ・大宮宮原,1/ 6,1:03.05,,リレー
4,男子,4×25mメドレーリレー,200～239歳,4,,セ・我孫子,220歳,セ・我孫子,2/ 3,1:03.32,,リレー
4,男子,4×25mメドレーリレー,200～239歳,5,,セ・柏,212歳,セ・柏,3/ 6,1:04.26,,リレー
4,男子,4×25mメドレーリレー,200～239歳,6,,セ・新浦安,201歳,セ・新浦安,2/ 7,1:04.84,,リレー
4,男子,4×25mメドレーリレー,200～239歳,7,,セ・阿佐谷,202歳,セ・阿佐谷,2/ 8,1:04.85,,リレー
4,男子,4×25mメドレーリレー,200～239歳,8,,セ・慶應日吉,211歳,セ・慶應日吉,2/ 9,1:07.40,,リレー
4,男子,4×25mメドレーリレー,200～239歳,9,,セ・長津田,230歳,セ・長津田,2/ 1,1:08.96,,リレー
4,男子,4×25mメドレーリレー,200～239歳,10,,セ・天王洲,214歳,セ・天王洲,2/ 4,1:16.65,,リレー
4,男子,4×25mメドレーリレー,200～239歳,11,,セ・武蔵小杉,238歳,セ・武蔵小杉,1/ 2,1:19.52,,リレー
4,男子,4×25mメドレーリレー,160～199歳,1,,セ・二俣川,160歳,セ・二俣川,4/ 5,49.11,,リレー
4,男子,4×25mメドレーリレー,160～199歳,2,,セ・市ヶ尾,185歳,セ・市ヶ尾,3/ 3,51.88,,リレー
4,男子,4×25mメドレーリレー,160～199歳,3,,セ・阿佐谷,164歳,セ・阿佐谷,4/ 6,53.17,,リレー
4,男子,4×25mメドレーリレー,160～199歳,4,,セ・慶應日吉,189歳,セ・慶應日吉,4/ 9,55.62,,リレー
4,男子,4×25mメドレーリレー,160～199歳,5,,ザバス八景,180歳,ザバス八景,3/ 8,1:00.21,,リレー
4,男子,4×25mメドレーリレー,160～199歳,6,,セ・大森,189歳,セ・大森,3/ 7,1:01.86,,リレー
4,男子,4×25mメドレーリレー,160～199歳,7,,セ・新都心,192歳,セ・新都心,2/ 6,1:06.22,,リレー
4,男子,4×25mメドレーリレー,120～159歳,1,,セ・天王洲,121歳,セ・天王洲,4/ 4,52.38,,リレー
4,男子,4×25mメドレーリレー,120～159歳,2,,セ・葛西,128歳,セ・葛西,3/ 2,53.28,,リレー
4,男子,4×25mメドレーリレー,120～159歳,3,,セ・用賀,124歳,セ・用賀,4/ 3,53.43,,リレー
4,男子,4×25mメドレーリレー,120～159歳,4,,セ・二俣川,126歳,セ・二俣川,4/ 8,54.13,,リレー
4,男子,4×25mメドレーリレー,120～159歳,5,,セ・成城,135歳,セ・成城,4/ 1,55.46,,リレー
4,男子,4×25mメドレーリレー,120～159歳,6,,セ・おおたか,149歳,セ・おおたか,3/ 4,59.24,,リレー
4,男子,4×25mメドレーリレー,72～119歳,1,,セ・葛西,89歳,セ・葛西,4/10,54.40,,リレー
4,男子,4×25mメドレーリレー,72～119歳,2,,セ・二俣川,107歳,セ・二俣川,4/ 7,54.71,,リレー
4,男子,4×25mメドレーリレー,72～119歳,3,,セ・長津田,95歳,セ・長津田,4/ 2,56.45,,リレー
4,男子,4×25mメドレーリレー,72～119歳,4,,セ・柏,94歳,セ・柏,3/ 5,56.55,,リレー
4,男子,4×25mメドレーリレー,72～119歳,5,,セ・八王子,86歳,セ・八王子,1/ 9,57.72,,リレー
5,女子,25m自由形,90～94歳,1,鈴木 静江,,,クリーンスパ,1/ 2,30.89,,個人
5,女子,25m自由形,85～89歳,1,木澤,,,杲子       セ・柏,1/ 5,20.54,,個人
5,女子,25m自由形,85～89歳,2,平井,,,節子       セ・南千住,8/10,22.69,,個人
5,女子,25m自由形,85～89歳,3,田中もみぢ,,,セ・おおたか,6/ 5,23.66,,個人
5,女子,25m自由形,85～89歳,4,須山,,,順子       セ・松戸,3/ 5,24.90,,個人
5,女子,25m自由形,85～89歳,5,土屋,,,泰子       セ・二俣川,1/ 6,30.93,,個人
5,女子,25m自由形,80～84歳,1,大雲,,,直子       セ・市ヶ尾,6/ 6,19.51,,個人
5,女子,25m自由形,80～84歳,2,八田,,,清子       セ・松戸,9/ 5,21.32,,個人
5,女子,25m自由形,80～84歳,3,御手洗ヨシ,,,CS南行徳,3/ 6,22.30,,個人
5,女子,25m自由形,80～84歳,4,中村 敬子,,,セ・府中,3/ 4,22.83,,個人
5,女子,25m自由形,80～84歳,5,中田,,,和子       セ・越谷,1/ 7,23.55,,個人
5,女子,25m自由形,80～84歳,6,武藤,,,治子       セ・二俣川,1/ 4,23.57,,個人
5,女子,25m自由形,80～84歳,7,倉元,,,恵子       セ・館山,2/ 7,25.01,,個人
5,女子,25m自由形,80～84歳,8,田神,,,洋子       セ・トレッサ,1/ 1,25.09,,個人
5,女子,25m自由形,80～84歳,9,野崎 光子,,,セ・市ヶ尾,2/ 6,26.35,,個人
5,女子,25m自由形,80～84歳,10,大浜南海江,,,セ・目黒,2/ 5,29.62,,個人
5,女子,25m自由形,80～84歳,11,加藤 直子,,,セ・横浜,1/ 9,38.77,,個人
5,女子,25m自由形,75～79歳,1,平塚,,,和子       セ・清瀬,11/ 6,18.34,,個人
5,女子,25m自由形,75～79歳,2,室谷,,,晴江       セ・大森,11/ 5,18.84,,個人
5,女子,25m自由形,75～79歳,3,郡司 米子,,,セ・八千代台,5/ 4,20.15,,個人
5,女子,25m自由形,75～79歳,4,川口,,,栄子       セ・松戸,9/ 6,21.42,,個人
5,女子,25m自由形,75～79歳,5,田村 俊子,,,セ・館山,4/ 5,22.10,,個人
5,女子,25m自由形,75～79歳,6,藤田 悦子,,,セ・二俣川,5/ 6,22.40,,個人
5,女子,25m自由形,75～79歳,7,福島,,,孝江       セ・松戸,9/ 8,22.60,,個人
5,女子,25m自由形,75～79歳,8,田野倉和子,,,セ・慶應日吉,6/ 7,23.50,,個人
5,女子,25m自由形,75～79歳,9,大堂,,,光江       セ・二俣川,5/ 5,23.54,,個人
5,女子,25m自由形,75～79歳,10,石村眞理子,,,セ・新川崎,5/ 2,25.51,,個人
5,女子,25m自由形,75～79歳,11,畔上,,,節子       セ・二俣川,3/ 8,26.05,,個人
5,女子,25m自由形,75～79歳,12,後藤 節子,,,セ・松戸,6/ 4,26.67,,個人
5,女子,25m自由形,75～79歳,13,百瀬 親子,,,セ・我孫子,2/ 9,26.85,,個人
5,女子,25m自由形,75～79歳,14,太田,,,重代       セ・二俣川,2/ 4,28.96,,個人
5,女子,25m自由形,75～79歳,15,染谷,,,敏子       セ・天王洲,2/ 2,29.50,,個人
5,女子,25m自由形,70～74歳,1,ダン,,,典子       セ・自由が丘,15/ 5,17.22,,個人
5,女子,25m自由形,70～74歳,2,齊藤たか子,,,ザバス川崎,12/ 6,18.79,,個人
5,女子,25m自由形,70～74歳,3,村上,,,美晴       セ・東十条,17/ 6,18.80,,個人
5,女子,25m自由形,70～74歳,4,小池,,,藤子       セ・新三郷,13/ 3,18.93,,個人
5,女子,25m自由形,70～74歳,5,大久保祐美子,,,セ・おおたか,7/ 3,19.14,,個人
5,女子,25m自由形,70～74歳,6,浅浦,,,礼子       セ・柏,11/ 7,19.95,,個人
5,女子,25m自由形,70～74歳,7,清水,,,裕子       セ・二俣川,9/ 7,20.25,,個人
5,女子,25m自由形,70～74歳,8,相澤 史子,,,セ・松戸,9/ 1,20.43,,個人
5,女子,25m自由形,70～74歳,9,杉崎裕美子,,,セ・市ヶ尾,8/ 4,20.44,,個人
5,女子,25m自由形,70～74歳,10,山崎美南子,,,セ・南青山,10/ 7,20.54,,個人
5,女子,25m自由形,70～74歳,11,吉田あけみ,,,セ・館山,3/ 9,21.07,,個人
5,女子,25m自由形,70～74歳,12,長野,,,愛子       セ・柏,11/ 4,21.50,,個人
5,女子,25m自由形,70～74歳,13,宮内佳代子,,,セ・トレッサ,9/ 4,21.67,,個人
5,女子,25m自由形,70～74歳,14,渡辺 米子,,,クリーンスパ,7/ 6,21.90,,個人
5,女子,25m自由形,70～74歳,15,藤井 道子,,,セ・我孫子,2/ 8,22.44,,個人
5,女子,25m自由形,70～74歳,16,柴田美知子,,,セ・新浦安,8/ 6,22.64,,個人
5,女子,25m自由形,70～74歳,17,泉,,,邦子       セ・市ヶ尾,3/ 7,23.64,,個人
5,女子,25m自由形,70～74歳,18,中島,,,初美       セ・大森,5/ 1,24.18,,個人
5,女子,25m自由形,70～74歳,19,大塩,,,郁子       セ・新浦安,6/ 3,24.45,,個人
5,女子,25m自由形,70～74歳,20,佐藤 睦子,,,セ・新浦安,6/ 9,25.99,,個人
5,女子,25m自由形,70～74歳,21,友野 敬子,,,セ・館山,2/ 3,27.15,,個人
5,女子,25m自由形,65～69歳,1,三枝,,,裕子       セ・西東京,11/ 3,16.92,,個人
5,女子,25m自由形,65～69歳,2,川久保ちづる,,,ザバス川崎,14/ 6,16.94,,個人
5,女子,25m自由形,65～69歳,3,立石由美子,,,セ・大森,13/ 6,17.00,,個人
5,女子,25m自由形,65～69歳,4,山梨,,,静枝       セ・我孫子,12/ 5,18.34,,個人
5,女子,25m自由形,65～69歳,5,掘口実枝子,,,セ・トレッサ,13/ 5,18.44,,個人
5,女子,25m自由形,65～69歳,6,関口,,,智子       セ・西東京,14/ 7,18.53,,個人
5,女子,25m自由形,65～69歳,7,佐々木和恵,,,セ・松戸,11/ 9,18.67,,個人
5,女子,25m自由形,65～69歳,8,土屋,,,悦子       セ・二俣川,10/ 3,18.72,,個人
5,女子,25m自由形,65～69歳,9,新井,,,裕子       セ・清瀬,2/ 1,19.07,,個人
5,女子,25m自由形,65～69歳,10,伊藤,,,春美       ザバス川崎,12/ 4,19.36,,個人
5,女子,25m自由形,65～69歳,11,須田菜奈子,,,セ・桶川北本,13/ 8,19.57,,個人
5,女子,25m自由形,65～69歳,12,秦 和加子,,,セ・新川崎,7/ 8,19.71,,個人
5,女子,25m自由形,65～69歳,12,久保とし子,,,セ・長津田,15/ 4,19.71,,個人
5,女子,25m自由形,65～69歳,14,武原 英子,,,セ・蒲田,11/ 8,19.83,,個人
5,女子,25m自由形,65～69歳,15,宮田ひとみ,,,セ・阿佐谷,7/ 5,19.84,,個人
5,女子,25m自由形,65～69歳,16,中西トモ子,,,セ・越谷,10/ 6,20.18,,個人
5,女子,25m自由形,65～69歳,17,米林,,,清子       セ・越谷,11/ 2,20.31,,個人
5,女子,25m自由形,65～69歳,18,益田加津子,,,セ・自由が丘,8/ 7,20.54,,個人
5,女子,25m自由形,65～69歳,19,渋谷,,,照代       セ・我孫子,5/ 7,20.72,,個人
5,女子,25m自由形,65～69歳,20,小沢 邦恵,,,セ・二俣川,7/ 4,20.79,,個人
5,女子,25m自由形,65～69歳,21,小笠原京子,,,セ・流山,4/ 6,20.97,,個人
5,女子,25m自由形,65～69歳,22,馬場,,,栄子       セ・おおたか,6/ 2,21.04,,個人
5,女子,25m自由形,65～69歳,23,佐野,,,宏子       セ・館山,4/ 7,21.40,,個人
5,女子,25m自由形,65～69歳,24,橋爪喜美子,,,セ・長津田,4/ 4,21.43,,個人
5,女子,25m自由形,65～69歳,25,松田 則子,,,セ・成瀬,5/ 8,21.69,,個人
5,女子,25m自由形,65～69歳,26,渡邊由未子,,,セ・市ヶ尾,4/ 2,21.70,,個人
5,女子,25m自由形,65～69歳,27,池田真理子,,,セ・大森,6/ 8,22.02,,個人
5,女子,25m自由形,65～69歳,28,本橋,,,直美       セ・久喜,4/ 8,23.13,,個人
5,女子,25m自由形,65～69歳,29,池田 宏子,,,セ・長津田,4/ 3,23.51,,個人
5,女子,25m自由形,65～69歳,30,市川喜代子,,,セ・成城,13/ 1,24.74,,個人
5,女子,25m自由形,65～69歳,31,五木田信子,,,セ・袖ケ浦,1/ 8,31.13,,個人
5,女子,25m自由形,60～64歳,1,永瀬,,,秀子       セ・二俣川,19/ 6,14.86,,個人
5,女子,25m自由形,60～64歳,2,木下,,,和代       セ・亀有,18/ 6,14.96,,個人
5,女子,25m自由形,60～64歳,3,横尾しずか,,,セ・用賀,18/ 8,15.63,,個人
5,女子,25m自由形,60～64歳,4,佐藤 明美,,,セ・館山,16/ 5,16.21,,個人
5,女子,25m自由形,60～64歳,5,磯村由紀子,,,セ・越谷,7/ 2,16.59,,個人
5,女子,25m自由形,60～64歳,6,福原,,,美奈       セ・稲毛海岸,13/ 7,16.94,,個人
5,女子,25m自由形,60～64歳,7,古谷,,,幸代       セ・二俣川,14/ 3,18.25,,個人
5,女子,25m自由形,60～64歳,8,北嶋,,,春美       セ・湘南ＬＴ,13/ 4,18.33,,個人
5,女子,25m自由形,60～64歳,9,小野美智子,,,セ・南宇都宮,8/ 2,18.34,,個人
5,女子,25m自由形,60～64歳,10,山本登美子,,,セ・桶川北本,12/ 2,18.42,,個人
5,女子,25m自由形,60～64歳,11,三石,,,久美       セ・成瀬,13/10,19.05,,個人
5,女子,25m自由形,60～64歳,12,花澤 治代,,,セ・袖ケ浦,10/ 8,19.76,,個人
5,女子,25m自由形,60～64歳,13,豊島由里子,,,セ・袖ケ浦,12/ 3,19.80,,個人
5,女子,25m自由形,60～64歳,14,平松栄里子,,,セ・府中,8/ 8,20.06,,個人
5,女子,25m自由形,60～64歳,15,桐沢ひとみ,,,セ・大森,9/ 2,20.11,,個人
5,女子,25m自由形,60～64歳,16,長野佐稚子,,,セ・東十条,12/ 8,20.33,,個人
5,女子,25m自由形,60～64歳,17,宮内,,,麻里       曽谷・セ,11/ 1,20.35,,個人
5,女子,25m自由形,60～64歳,18,松永かおり,,,セ・蒲田,10/ 2,20.53,,個人
5,女子,25m自由形,60～64歳,19,黒川,,,慶子       セ・上池袋,8/ 3,20.68,,個人
5,女子,25m自由形,60～64歳,20,長嶋 玲子,,,セ・稲毛海岸,7/ 9,20.73,,個人
5,女子,25m自由形,60～64歳,21,三木,,,純子       セ・流山,9/ 3,21.16,,個人
5,女子,25m自由形,60～64歳,22,櫻井,,,三奈       セ・袖ケ浦,4/ 9,21.24,,個人
5,女子,25m自由形,60～64歳,23,神田,,,宏子       セ・袖ケ浦,6/10,21.30,,個人
5,女子,25m自由形,60～64歳,24,佐々木政子,,,セ・大森,6/ 1,21.35,,個人
5,女子,25m自由形,60～64歳,25,渡辺 悦子,,,セ・亀有,8/ 5,22.07,,個人
5,女子,25m自由形,60～64歳,26,菊池佐千代,,,セ・流山,3/10,22.53,,個人
5,女子,25m自由形,60～64歳,27,大芦,,,薫       セ・清瀬,4/ 1,23.31,,個人
5,女子,25m自由形,60～64歳,28,鈴木加代子,,,セ・新三郷,3/ 1,28.07,,個人
5,女子,25m自由形,55～59歳,1,石井紀美子,,,セ・Ｓ湘南台,17/ 4,15.61,,個人
5,女子,25m自由形,55～59歳,2,小倉,,,直美       セ・清瀬,17/ 5,15.94,,個人
5,女子,25m自由形,55～59歳,3,繪島,,,正美       セ・袖ケ浦,16/ 9,16.65,,個人
5,女子,25m自由形,55～59歳,4,池田 直子,,,セ・大森,14/ 8,16.86,,個人
5,女子,25m自由形,55～59歳,5,西田,,,真樹       セ・平塚,16/ 6,16.97,,個人
5,女子,25m自由形,55～59歳,6,大野 結実,,,セ・横浜,17/ 9,17.28,,個人
5,女子,25m自由形,55～59歳,7,江頭由美子,,,セ・袖ケ浦,14/ 1,17.63,,個人
5,女子,25m自由形,55～59歳,8,安藤真奈美,,,セ・新浦安,15/ 7,17.66,,個人
5,女子,25m自由形,55～59歳,9,レントフェルト慶子,,,セ・清瀬,14/ 9,17.88,,個人
5,女子,25m自由形,55～59歳,10,阿部のぞみ,,,セ・二俣川,14/ 5,18.02,,個人
5,女子,25m自由形,55～59歳,11,棚橋,,,悦子       セ・自由が丘,14/ 2,18.06,,個人
5,女子,25m自由形,55～59歳,12,山田 明子,,,セ・新浦安,12/ 7,18.59,,個人
5,女子,25m自由形,55～59歳,13,日置,,,睦       セ・我孫子,8/ 9,19.82,,個人
5,女子,25m自由形,55～59歳,14,雨宮,,,裕子       セ・大宮宮原,4/10,21.56,,個人
5,女子,25m自由形,55～59歳,15,福本,,,直美       セ・市ヶ尾,5/10,23.26,,個人
5,女子,25m自由形,55～59歳,16,佐藤 京子,,,セ・Ｓ湘南台,8/ 1,24.03,,個人
5,女子,25m自由形,55～59歳,17,佐藤,,,淳子       セ・久喜,5/ 3,24.23,,個人
5,女子,25m自由形,55～59歳,18,山崎,,,裕子       セ・西新井,2/10,27.52,,個人
5,女子,25m自由形,50～54歳,1,浅尾,,,有香       セ・大森,17/10,14.08,,個人
5,女子,25m自由形,50～54歳,2,綿貫麻衣子,,,セ・市ヶ尾,19/ 7,14.47,,個人
5,女子,25m自由形,50～54歳,3,杉本 浩美,,,セ・南千住,19/ 4,14.56,,個人
5,女子,25m自由形,50～54歳,4,佐野彩知子,,,セ・葛西,19/ 8,14.80,,個人
5,女子,25m自由形,50～54歳,5,柳 有美子,,,セ・おおたか,17/ 1,15.21,,個人
5,女子,25m自由形,50～54歳,6,花木,,,尚美       セ・大宮宮原,19/ 3,15.31,,個人
5,女子,25m自由形,50～54歳,7,篠原,,,千恵       セ・南宇都宮,18/ 2,15.50,,個人
5,女子,25m自由形,50～54歳,8,引本亜紀子,,,セ・用賀,10/ 4,15.88,,個人
5,女子,25m自由形,50～54歳,9,泉,,,裕子       セ・亀有,17/ 3,16.73,,個人
5,女子,25m自由形,50～54歳,10,田原 文月,,,セ・南千住,16/ 3,16.96,,個人
5,女子,25m自由形,50～54歳,11,清水,,,友美       セ・Ｓ湘南台,17/ 8,17.44,,個人
5,女子,25m自由形,50～54歳,12,成島志雅子,,,セ・Ｆ宇都宮,15/ 3,17.52,,個人
5,女子,25m自由形,50～54歳,13,平林 由美,,,CS南行徳,16/ 8,17.60,,個人
5,女子,25m自由形,50～54歳,14,中村奈穂美,,,セ・越谷,12/ 9,18.44,,個人
5,女子,25m自由形,50～54歳,15,福田ユリヤ,,,セ・南青山,14/ 4,18.56,,個人
5,女子,25m自由形,50～54歳,16,須釜,,,映子       セ・西新井,12/ 1,20.05,,個人
5,女子,25m自由形,50～54歳,17,小川 史枝,,,セ・越谷LT,10/ 9,21.99,,個人
5,女子,25m自由形,50～54歳,18,久保,,,洋子       セ・流山,3/ 3,27.35,,個人
5,女子,25m自由形,45～49歳,1,佐々木 彩,,,セ・成城,20/ 9,14.11,,個人
5,女子,25m自由形,45～49歳,2,坂本,,,桃枝       Ｇ－ＳＰＡ,18/ 9,14.74,,個人
5,女子,25m自由形,45～49歳,3,櫻井理恵子,,,セ・袖ケ浦,19/ 9,14.88,,個人
5,女子,25m自由形,45～49歳,4,四井,,,美穂       セ・天王洲,18/ 5,15.17,,個人
5,女子,25m自由形,45～49歳,5,バーンズ智絵,,,セ・松戸,19/ 2,15.26,,個人
5,女子,25m自由形,45～49歳,6,関根,,,順子       クリーンスパ,18/ 4,15.38,,個人
5,女子,25m自由形,45～49歳,7,高橋,,,真美       セ・清瀬,18/ 3,15.45,,個人
5,女子,25m自由形,45～49歳,8,駒橋真由美,,,セ・新川崎,15/ 8,15.79,,個人
5,女子,25m自由形,45～49歳,9,吉池,,,奈々       セ・二俣川,17/ 2,16.14,,個人
5,女子,25m自由形,45～49歳,10,清水,,,佳苗       曽谷・セ,16/ 4,16.16,,個人
5,女子,25m自由形,45～49歳,11,貞廣瑠美子,,,セ・上池袋,16/ 1,16.69,,個人
5,女子,25m自由形,45～49歳,12,町田,,,麻里       セ・南千住,15/ 2,17.15,,個人
5,女子,25m自由形,45～49歳,13,成重,,,夏紀       セ・藤沢,9/ 9,18.90,,個人
5,女子,25m自由形,45～49歳,14,大野 祐子,,,CS南行徳,10/ 5,19.74,,個人
5,女子,25m自由形,45～49歳,15,山田,,,裕美       セ・稲毛海岸,11/10,20.48,,個人
5,女子,25m自由形,45～49歳,16,斉藤,,,靖子       セ・目黒,7/ 7,21.96,,個人
5,女子,25m自由形,45～49歳,17,星,,,郁恵       セ・南千住,9/10,22.34,,個人
5,女子,25m自由形,45～49歳,18,須志原直子,,,曽谷・セ,5/ 9,22.48,,個人
5,女子,25m自由形,40～44歳,1,宮本,,,八重       セ・慶應日吉,20/ 4,13.86,,個人
5,女子,25m自由形,40～44歳,2,池田,,,良子       セ・蒲田,19/ 1,15.65,,個人
5,女子,25m自由形,40～44歳,3,中辻,,,澄美       セ・天王洲,16/ 7,16.56,,個人
5,女子,25m自由形,40～44歳,4,石川,,,彩       セ・成瀬,10/ 1,19.34,,個人
5,女子,25m自由形,35～39歳,1,川端,,,彩加       セ・久喜,20/ 5,13.10,,個人
5,女子,25m自由形,35～39歳,2,小林貴美代,,,セ・稲毛海岸,20/10,14.56,,個人
5,女子,25m自由形,35～39歳,3,後藤,,,元美       セ・天王洲,15/ 9,17.08,,個人
5,女子,25m自由形,30～34歳,1,豊島 葉子,,,セ・袖ケ浦,20/ 6,13.30,,個人
5,女子,25m自由形,30～34歳,2,髙橋 未沙,,,セ・おおたか,15/ 1,16.12,,個人
5,女子,25m自由形,30～34歳,3,岡澤,,,美咲       セ・茂原,14/10,17.06,,個人
5,女子,25m自由形,30～34歳,4,古賀,,,量子       セ・大森,7/ 1,18.16,,個人
5,女子,25m自由形,30～34歳,5,熊谷紗友梨,,,セ・Ｓ湘南台,13/ 2,19.46,,個人
5,女子,25m自由形,30～34歳,6,大井,,,麻莉       セ・新都心,3/ 2,20.58,,個人
5,女子,25m自由形,25～29歳,1,宮田さくら,,,セ・成城,18/ 7,14.52,,個人
5,女子,25m自由形,25～29歳,2,村岡 礼奈,,,セ・桶川北本,18/10,16.15,,個人
5,女子,25m自由形,25～29歳,3,小澤こはる,,,セ・二俣川,7/10,19.64,,個人
5,女子,25m自由形,18～24歳,1,岩城,,,心美       セ・武蔵小杉,20/ 8,12.93,,個人
5,女子,25m自由形,18～24歳,2,高橋,,,紗良       セ・長津田,20/ 3,13.59,,個人
